name,ts_cnt,addr_id,bank_id,del_flg,address1,address2,address3,bic_code,email_id,pin_code,addr_type,city_code,lchg_time,rcre_time,addr_b2kid,cntry_code,state_code,sector_code,lchg_user_id,rcre_user_id,cust_title_code,party_identifier,addr_identification,updated_at
MAHARAJA SHREE UMAID MILLS LTD,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2017-10-10T17:09:17,2017-08-11T14:59:06,DC1710457,IN,,,PRATINAP,MS1927,,,,2024-08-07 06:56:55.875
STANDARD CHARTERED BANK,2,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2017-10-23T20:01:55,2017-08-15T16:20:40,DC1710470,,,,SATISHRS,AM1764,,,D,2024-08-07 06:56:55.875
MAHARAJA SHREE UMAID MILLS LTD,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2017-10-23T20:01:55,2017-08-15T16:20:40,DC1710470,IN,,,SATISHRS,AM1764,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2017-10-23T20:01:55,2017-08-15T16:20:40,DC1710470,,,,SATISHRS,AM1764,,,,2024-08-07 06:56:55.875
MAHARAJA SHREE UMAID MILLS LTD,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,P,,2017-10-23T20:01:55,2017-08-15T16:20:40,DC1710470,IN,,,SATISHRS,AM1764,,,,2024-08-07 06:56:55.875
CHAHAL SPINTEX LIMITED,1,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,P,,2017-10-29T18:33:06,2017-08-06T12:21:43,DC1710419,IN,,,SATISHRS,MS1927,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2017-10-29T18:33:06,2017-08-06T12:21:43,DC1710419,,,,SATISHRS,MS1927,,,,2024-08-07 06:56:55.875
CHAHAL SPINTEX LIMITED,1,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2017-10-29T18:33:06,2017-08-06T12:21:43,DC1710419,IN,,,SATISHRS,MS1927,,,,2024-08-07 06:56:55.875
STANDARD CHARTERED BANK,1,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2017-10-29T18:33:06,2017-08-06T12:21:43,DC1710419,,,,SATISHRS,MS1927,,,D,2024-08-07 06:56:55.875
BUSINESS ASIA CONSULTANTS INC.,1,DCOTPY,1,N,"HALLANDKE, FL 33009",,,,UAGRAWAL@MOS.COM.NP,,S,,2017-11-12T18:10:41,2017-09-25T19:57:24,DC1710879,US,,,NAMRATAM,MS1927,,,,2024-08-07 06:56:55.875
BIOMED INTERNATIONAL PVT LTD,1,DCOUPY,1,N,KAMALADI,,,,UAGRAWAL@MOS.COM.NP,,S,,2017-11-12T18:10:41,2017-09-25T19:57:24,DC1710879,,,,NAMRATAM,MS1927,,,,2024-08-07 06:56:55.875
BUSINESS ASIA CONSULTANTS INC.,1,DCOTPY,1,N,"HALLANDKE, FL 33009",,,,UAGRAWAL@MOS.COM.NP,,P,,2017-11-12T18:10:41,2017-09-25T19:57:24,DC1710879,US,,,NAMRATAM,MS1927,,,,2024-08-07 06:56:55.875
STANDARD CHARTERED BANK,1,DCADBK,1,N,USA,,,,UAGRAWAL@MOS.COM.NP,,S,,2017-11-12T18:10:41,2017-09-25T19:57:24,DC1710879,,,,NAMRATAM,MS1927,,,D,2024-08-07 06:56:55.875
WINSOME TEXTILE INDUSTRIES LTD.,2,DCOTPY,1,N,"CHANDIGARH-160022, INDIA",Y,,,rtodi titex@gmail.com,,S,,2017-11-14T18:23:34,2017-09-20T16:28:07,DC1710807,IN,,,MM2764,NA2089,,,,2024-08-07 06:56:55.875
CANARA BANK,2,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2017-11-14T18:23:34,2017-09-20T16:28:07,DC1710807,,,,MM2764,NA2089,,,D,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2017-11-14T18:23:34,2017-09-20T16:28:07,DC1710807,,,,MM2764,NA2089,,,,2024-08-07 06:56:55.875
WINSOME TEXTILE INDUSTRIES LTD.,2,DCOTPY,1,N,"CHANDIGARH-160022, INDIA",Y,,,rtodi titex@gmail.com,,P,,2017-11-14T18:23:34,2017-09-20T16:28:07,DC1710807,IN,,,MM2764,NA2089,,,,2024-08-07 06:56:55.875
PUNJAB NATIONAL BANK,1,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2017-11-16T13:20:58,2017-10-17T18:10:39,DC1711024,,,,NAMRATAM,AM1764,,,D,2024-08-07 06:56:55.875
SHUBHLAXMI POLYTEX LIMITED,1,DCOTPY,1,N,"SURAT, INDIA",,,,rtodi titex@gmail.com,,P,,2017-11-16T13:20:58,2017-10-17T18:10:39,DC1711024,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2017-11-16T13:20:58,2017-10-17T18:10:39,DC1711024,,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
SHUBHLAXMI POLYTEX LIMITED,1,DCOTPY,1,N,"SURAT, INDIA",,,,rtodi titex@gmail.com,,S,,2017-11-16T13:20:58,2017-10-17T18:10:39,DC1711024,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2017-11-16T16:26:21,2017-10-12T14:16:10,DC1710972,,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
REGNANT EXIM PRIVATE LIMITED,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2017-11-16T16:26:21,2017-10-12T14:16:10,DC1710972,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
ICICI BANK LTD.,2,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2017-11-16T16:26:21,2017-10-12T14:16:10,DC1710972,,,,NAMRATAM,AM1764,,,D,2024-08-07 06:56:55.875
REGNANT EXIM PRIVATE LIMITED,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,P,,2017-11-16T16:26:21,2017-10-12T14:16:10,DC1710972,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
REGNANT EXIM PRIVATE LIMITED,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,P,,2017-11-24T13:38:04,2017-10-12T14:19:37,DC1710973,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
ICICI BANK LTD.,2,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2017-11-24T13:38:04,2017-10-12T14:19:37,DC1710973,,,,NAMRATAM,AM1764,,,D,2024-08-07 06:56:55.875
REGNANT EXIM PRIVATE LIMITED,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2017-11-24T13:38:04,2017-10-12T14:19:37,DC1710973,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2017-11-24T13:38:04,2017-10-12T14:19:37,DC1710973,,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
MAHARAJA SHREE UMAID MILLS LTD,3,DCOTPY,1,N,"RAJASTHAN, INDIA",,,,rtodi titex@gmail.com,,P,,2017-12-11T14:31:07,2017-11-08T17:54:43,DC1711151,IN,,,NAMRATAM,MS1927,,,,2024-08-07 06:56:55.875
MAHARAJA SHREE UMAID MILLS LTD,3,DCOTPY,1,N,"RAJASTHAN, INDIA",,,,rtodi titex@gmail.com,,S,,2017-12-11T14:31:07,2017-11-08T17:54:43,DC1711151,IN,,,NAMRATAM,MS1927,,,,2024-08-07 06:56:55.875
MASHREQ BANK,3,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2017-12-11T14:31:07,2017-11-08T17:54:43,DC1711151,,,,NAMRATAM,MS1927,,,D,2024-08-07 06:56:55.875
RAJAT KNITWEARS,3,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2017-12-11T14:31:07,2017-11-08T17:54:43,DC1711151,,,,NAMRATAM,MS1927,,,,2024-08-07 06:56:55.875
MASHREQ BANK,1,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-01-01T14:52:56,2017-11-02T16:10:45,DC1711101,,,,NAMRATAM,MS1927,,,D,2024-08-07 06:56:55.875
WINSOME TEXTILE INDUSTRIES LTD,1,DCOTPY,1,N,"CHANDIGARH, INDIA",,,,rtodi titex@gmail.com,,P,,2018-01-01T14:52:56,2017-11-02T16:10:45,DC1711101,IN,,,NAMRATAM,MS1927,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-01-01T14:52:56,2017-11-02T16:10:45,DC1711101,,,,NAMRATAM,MS1927,,,,2024-08-07 06:56:55.875
WINSOME TEXTILE INDUSTRIES LTD,1,DCOTPY,1,N,"CHANDIGARH, INDIA",,,,rtodi titex@gmail.com,,S,,2018-01-01T14:52:56,2017-11-02T16:10:45,DC1711101,IN,,,NAMRATAM,MS1927,,,,2024-08-07 06:56:55.875
C.S.T. GLOBAL CO. LTD.,3,DCOTPY,1,N,SOUTH KOREA,,,,RRS_BRJWLINK.COM.NP,,S,,2018-01-05T14:24:54,2017-11-30T19:21:59,DC1711318,KR,,,NAMRATAM,MS1927,,,,2024-08-07 06:56:55.875
KOREA EXCHANGE BANK,3,DCADBK,1,N,SOUTH KOREA,,,,RRS_BRJWLINK.COM.NP,,S,,2018-01-05T14:24:54,2017-11-30T19:21:59,DC1711318,,,,NAMRATAM,MS1927,,,D,2024-08-07 06:56:55.875
CROWN TEXTILE IND. PVT LTD,3,DCOUPY,1,N,"BIRGUNJ, NEPAL",,,,RRS_BRJWLINK.COM.NP,,S,,2018-01-05T14:24:54,2017-11-30T19:21:59,DC1711318,,,,NAMRATAM,MS1927,,,,2024-08-07 06:56:55.875
C.S.T. GLOBAL CO. LTD.,3,DCOTPY,1,N,SOUTH KOREA,,,,RRS_BRJWLINK.COM.NP,,P,,2018-01-05T14:24:54,2017-11-30T19:21:59,DC1711318,KR,,,NAMRATAM,MS1927,,,,2024-08-07 06:56:55.875
MASHREQ BANK,1,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-01-12T14:40:53,2017-11-05T15:30:04,DC1711116,,,,NAMRATAM,AM1764,,,D,2024-08-07 06:56:55.875
MARAL OVERSEAS LIMITED,1,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-01-12T14:40:53,2017-11-05T15:30:04,DC1711116,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-01-12T14:40:53,2017-11-05T15:30:04,DC1711116,,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
MARAL OVERSEAS LIMITED,1,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,P,,2018-01-12T14:40:53,2017-11-05T15:30:04,DC1711116,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
ICICI BANK LTD.,2,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-01-14T14:50:18,2017-11-28T14:37:49,DC1711279,,,,NAMRATAM,AM1764,,,D,2024-08-07 06:56:55.875
MAHARAJA SHREE UMAID MILLS LTD.,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-01-14T14:50:18,2017-11-28T14:37:49,DC1711279,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-01-14T14:50:18,2017-11-28T14:37:49,DC1711279,,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
MAHARAJA SHREE UMAID MILLS LTD.,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,P,,2018-01-14T14:50:18,2017-11-28T14:37:49,DC1711279,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
FUJIAN YONTHIN DIGITAL CONTROL,1,DCOTPY,1,N," TECHNOLOGY CO., LTD",,,,rtodi titex@gmail.com,,P,,2018-01-16T17:37:49,2017-11-07T17:46:58,DC1711141,CN,,,SA0371,AM1764,,,,2024-08-07 06:56:55.875
FUJIAN YONTHIN DIGITAL CONTROL,1,DCOTPY,1,N," TECHNOLOGY CO., LTD",,,,rtodi titex@gmail.com,,S,,2018-01-16T17:37:49,2017-11-07T17:46:58,DC1711141,CN,,,SA0371,AM1764,,,,2024-08-07 06:56:55.875
STANDARD CHARTERED BANK LTD,1,DCADBK,1,N,CHINA,,,,rtodi titex@gmail.com,,S,,2018-01-16T17:37:49,2017-11-07T17:46:58,DC1711141,,,,SA0371,AM1764,,,D,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-01-16T17:37:49,2017-11-07T17:46:58,DC1711141,,,,SA0371,AM1764,,,,2024-08-07 06:56:55.875
MARAL OVERSEAS LIMITED,1,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-01-25T19:34:35,2017-12-11T16:08:59,DC1711375,IN,,,SA0371,AM1764,,,,2024-08-07 06:56:55.875
MASHREQ BANK,1,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-01-25T19:34:35,2017-12-11T16:08:59,DC1711375,,,,SA0371,AM1764,,,D,2024-08-07 06:56:55.875
MARAL OVERSEAS LIMITED,1,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,P,,2018-01-25T19:34:35,2017-12-11T16:08:59,DC1711375,IN,,,SA0371,AM1764,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-01-25T19:34:35,2017-12-11T16:08:59,DC1711375,,,,SA0371,AM1764,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-02-04T16:51:09,2017-12-31T13:29:54,DC1711504,,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
MASHREQ BANK,1,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-02-04T16:51:09,2017-12-31T13:29:54,DC1711504,,,,NAMRATAM,AM1764,,,D,2024-08-07 06:56:55.875
GARG ACRYLICS LTD.,1,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,P,,2018-02-04T16:51:09,2017-12-31T13:29:54,DC1711504,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
GARG ACRYLICS LTD.,1,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-02-04T16:51:09,2017-12-31T13:29:54,DC1711504,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
RADIANT TEXTILES LTD.,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-02-20T18:46:00.000000,2018-01-10T17:22:35,DC1811569,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-02-20T18:46:00.000000,2018-01-10T17:22:35,DC1811569,,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
RADIANT TEXTILES LTD.,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,P,,2018-02-20T18:46:00.000000,2018-01-10T17:22:35,DC1811569,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
STANDARD CHARTERED BANK,2,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-02-20T18:46:00.000000,2018-01-10T17:22:35,DC1811569,,,,NAMRATAM,AM1764,,,D,2024-08-07 06:56:55.875
MULTI TEX INC,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-03-14T15:57:14,2018-01-08T17:52:57,DC1811557,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
PUNJAB NATIONAL BANK,2,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-03-14T15:57:14,2018-01-08T17:52:57,DC1811557,,,,NAMRATAM,AM1764,,,D,2024-08-07 06:56:55.875
MULTI TEX INC,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,P,,2018-03-14T15:57:14,2018-01-08T17:52:57,DC1811557,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-03-14T15:57:14,2018-01-08T17:52:57,DC1811557,,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-03-23T15:02:49,2018-01-31T14:39:16,DC1811680,,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
MASHREQ BANK,2,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-03-23T15:02:49,2018-01-31T14:39:16,DC1811680,,,,NAMRATAM,AM1764,,,D,2024-08-07 06:56:55.875
WINSOME TEXTILE INDUSTRIES LTD.,2,DCOTPY,1,N,"CHANDIGARH, INDIA",,,,rtodi titex@gmail.com,,S,,2018-03-23T15:02:49,2018-01-31T14:39:16,DC1811680,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
WINSOME TEXTILE INDUSTRIES LTD.,2,DCOTPY,1,N,"CHANDIGARH, INDIA",,,,rtodi titex@gmail.com,,P,,2018-03-23T15:02:49,2018-01-31T14:39:16,DC1811680,IN,,,NAMRATAM,AM1764,,,,2024-08-07 06:56:55.875
MASHREQ BANK,1,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-04-06T14:34:20,2018-02-08T14:02:08,DC1811734,,,,SA0371,UK2996,,,D,2024-08-07 06:56:55.875
GARG ACRYLICS LTD,1,DCOTPY,1,N,LUDHIANA -141120 (INDIA),,,,rtodi titex@gmail.com,,S,,2018-04-06T14:34:20,2018-02-08T14:02:08,DC1811734,IN,,,SA0371,UK2996,,,,2024-08-07 06:56:55.875
GARG ACRYLICS LTD,1,DCOTPY,1,N,LUDHIANA -141120 (INDIA),,,,rtodi titex@gmail.com,,P,,2018-04-06T14:34:20,2018-02-08T14:02:08,DC1811734,IN,,,SA0371,UK2996,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-04-06T14:34:20,2018-02-08T14:02:08,DC1811734,,,,SA0371,UK2996,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-04-11T17:02:27,2018-02-14T15:03:33,DC1811765,,,,SATISHRS,AM1764,,,,2024-08-07 06:56:55.875
MASHREQ BANK,1,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-04-11T17:02:27,2018-02-14T15:03:33,DC1811765,,,,SATISHRS,AM1764,,,D,2024-08-07 06:56:55.875
GINNI FILAMENTS LTD,1,DCOTPY,1,N,"UP, INDIA",,,,rtodi titex@gmail.com,,S,,2018-04-11T17:02:27,2018-02-14T15:03:33,DC1811765,IN,,,SATISHRS,AM1764,,,,2024-08-07 06:56:55.875
GINNI FILAMENTS LTD,1,DCOTPY,1,N,"UP, INDIA",,,,rtodi titex@gmail.com,,P,,2018-04-11T17:02:27,2018-02-14T15:03:33,DC1811765,IN,,,SATISHRS,AM1764,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,4,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-04-17T18:52:45,2018-02-22T15:57:40,DC1811806,,,,SATISHRS,SK1737,,,,2024-08-07 06:56:55.875
LALITA TEXTILES CONCERN,4,DCOTPY,1,N,"UP,INDIA",,,,rtodi titex@gmail.com,,P,,2018-04-17T18:52:45,2018-02-22T15:57:40,DC1811806,IN,,,SATISHRS,SK1737,,,,2024-08-07 06:56:55.875
LALITA TEXTILES CONCERN,4,DCOTPY,1,N,"UP,INDIA",,,,rtodi titex@gmail.com,,S,,2018-04-17T18:52:45,2018-02-22T15:57:40,DC1811806,IN,,,SATISHRS,SK1737,,,,2024-08-07 06:56:55.875
STANDARD CHARTERED BANK,4,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-04-17T18:52:45,2018-02-22T15:57:40,DC1811806,,,,SATISHRS,SK1737,,,D,2024-08-07 06:56:55.875
RADIANT TEXTILES LTD,3,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-04-20T15:59:12,2018-03-15T15:25:43,DC1811946,IN,,,SA0371,SK1737,,,,2024-08-07 06:56:55.875
MASHREQ BANK LIMITED,3,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-04-20T15:59:12,2018-03-15T15:25:43,DC1811946,,,,SA0371,SK1737,,,D,2024-08-07 06:56:55.875
RADIANT TEXTILES LTD,3,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,P,,2018-04-20T15:59:12,2018-03-15T15:25:43,DC1811946,IN,,,SA0371,SK1737,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,3,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-04-20T15:59:12,2018-03-15T15:25:43,DC1811946,,,,SA0371,SK1737,,,,2024-08-07 06:56:55.875
MASHREQ BANK,3,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-04-24T11:39:14,2018-02-15T16:20:56,DC1811780,,,,SA0371,AM1764,,,D,2024-08-07 06:56:55.875
MARAL OVERSEAS LIMITED,3,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-04-24T11:39:14,2018-02-15T16:20:56,DC1811780,IN,,,SA0371,AM1764,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,3,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-04-24T11:39:14,2018-02-15T16:20:56,DC1811780,,,,SA0371,AM1764,,,,2024-08-07 06:56:55.875
MARAL OVERSEAS LIMITED,3,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,P,,2018-04-24T11:39:14,2018-02-15T16:20:56,DC1811780,IN,,,SA0371,AM1764,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-05-08T15:26:10,2018-02-22T16:38:14,DC1811809,,,,SA0371,SK1737,,,,2024-08-07 06:56:55.875
STANDARD CHATRTERED BANK,2,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-05-08T15:26:10,2018-02-22T16:38:14,DC1811809,,,,SA0371,SK1737,,,D,2024-08-07 06:56:55.875
LALITA TEXTILES CONCERN,2,DCOTPY,1,N,"UP,INDIA",,,,rtodi titex@gmail.com,,S,,2018-05-08T15:26:10,2018-02-22T16:38:14,DC1811809,IN,,,SA0371,SK1737,,,,2024-08-07 06:56:55.875
LALITA TEXTILES CONCERN,2,DCOTPY,1,N,"UP,INDIA",,,,rtodi titex@gmail.com,,P,,2018-05-08T15:26:10,2018-02-22T16:38:14,DC1811809,IN,,,SA0371,SK1737,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,3,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-05-29T17:54:12,2017-12-04T15:56:39,DC1711322,,,,ABHISHEKS,RS1759,,,,2024-08-07 06:56:55.875
WINSOME TEXTILE INDUSTRIES LTD,3,DCOTPY,1,N,"CHANDIGARH, INDIA",,,,rtodi titex@gmail.com,,S,,2018-05-29T17:54:12,2017-12-04T15:56:39,DC1711322,IN,,,ABHISHEKS,RS1759,,,,2024-08-07 06:56:55.875
MASHREQ BANK,3,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-05-29T17:54:12,2017-12-04T15:56:39,DC1711322,,,,ABHISHEKS,RS1759,,,D,2024-08-07 06:56:55.875
WINSOME TEXTILE INDUSTRIES LTD,3,DCOTPY,1,N,"CHANDIGARH, INDIA",,,,rtodi titex@gmail.com,,P,,2018-05-29T17:54:12,2017-12-04T15:56:39,DC1711322,IN,,,ABHISHEKS,RS1759,,,,2024-08-07 06:56:55.875
AHUJA COTSPIN PVT. LTD.,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-05-29T19:50:56,2017-10-10T16:53:39,DC1710963,IN,,,ABHISHEKS,AM1764,,,,2024-08-07 06:56:55.875
AHUJA COTSPIN PVT. LTD.,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,P,,2018-05-29T19:50:56,2017-10-10T16:53:39,DC1710963,IN,,,ABHISHEKS,AM1764,,,,2024-08-07 06:56:55.875
PUNJAB NATIONAL BANK,2,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-05-29T19:50:56,2017-10-10T16:53:39,DC1710963,,,,ABHISHEKS,AM1764,,,D,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-05-29T19:50:56,2017-10-10T16:53:39,DC1710963,,,,ABHISHEKS,AM1764,,,,2024-08-07 06:56:55.875
GARG ACRYLICS LTD,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-06-14T16:15:00.000000,2018-03-16T11:29:32,DC1811953,IN,,,SA0371,SK1737,,,,2024-08-07 06:56:55.875
MASHREQ BANK LTD,2,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-06-14T16:15:00.000000,2018-03-16T11:29:32,DC1811953,,,,SA0371,SK1737,,,D,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-06-14T16:15:00.000000,2018-03-16T11:29:32,DC1811953,,,,SA0371,SK1737,,,,2024-08-07 06:56:55.875
GARG ACRYLICS LTD,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,P,,2018-06-14T16:15:00.000000,2018-03-16T11:29:32,DC1811953,IN,,,SA0371,SK1737,,,,2024-08-07 06:56:55.875
STANDARD CHARTERED BANK,2,DCADBK,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-06-14T17:54:12,2018-04-18T14:44:30,DC1812202,,,,SA0371,MB2873,,,D,2024-08-07 06:56:55.875
LALITA TEXTILES CONCERN,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,P,,2018-06-14T17:54:12,2018-04-18T14:44:30,DC1812202,,,,SA0371,MB2873,,,,2024-08-07 06:56:55.875
LALITA TEXTILES CONCERN,2,DCOTPY,1,N,INDIA,,,,rtodi titex@gmail.com,,S,,2018-06-14T17:54:12,2018-04-18T14:44:30,DC1812202,,,,SA0371,MB2873,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,rtodi titex@gmail.com,,S,,2018-06-14T17:54:12,2018-04-18T14:44:30,DC1812202,,,,SA0371,MB2873,,,,2024-08-07 06:56:55.875
