text,ts_cnt,bank_id,del_flg,text_id,func_code,lchg_time,module_id,rcre_time,text_type,lchg_user_id,rcre_user_id,entity_cre_flg,updated_at
LC AT SIGHT,0,1,N,DC179358,,2017-02-10T16:04:03,DOCCR,2017-01-22T19:03:34,E,PRADHUMNAN,MS1927,Y,2024-08-07 06:57:06.300
"100% COTTON YARN ON CONESTOTAL QTY: 11793.60 KGSTOTAL AMT: INR 2,111,054.00HS CODE: 5205.12.10",0,1,N,DC169215,,2017-02-21T16:19:27,DOCCR,2016-12-28T17:25:30,G,PRADHUMNAN,MS1927,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC169215,,2017-02-21T16:19:27,DOCCR,2016-12-28T17:25:30,E,PRADHUMNAN,MS1927,Y,2024-08-07 06:57:06.300
COTTON YARNTOTAL QTY: 11500.00 KGSTOTAL AMT; INR 1978000.00H.S CODE: 5205.13.10,0,1,N,DC169052,,2017-02-23T17:51:55,DOCCR,2016-12-01T16:35:48,G,CD0122,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC169052,,2017-02-23T17:51:55,DOCCR,2016-12-01T16:35:48,E,CD0122,RP1389,Y,2024-08-07 06:57:06.300
"INJECTOMAT MC AGILIA, OPTIMA VSTOTAL QTY: 20 NOSTOTAL AMT: EURO 11750HS CODE: 9018.9000",0,1,N,DC179583,,2017-03-21T18:54:52,DOCCR,2017-02-28T16:57:49,G,PRADHUMNAN,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC179583,,2017-03-21T18:54:52,DOCCR,2017-02-28T16:57:49,E,PRADHUMNAN,AM1764,Y,2024-08-07 06:57:06.300
COTTON YARNTOTAL QTY: 24040.80 KGSTOTAL AMT: INR 4327344.00H.S CODE: 5205.13.10,0,1,N,DC169200,,2017-03-23T17:52:12,DOCCR,2016-12-27T14:33:41,G,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC169200,,2017-03-23T17:52:12,DOCCR,2016-12-27T14:33:41,E,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
COTTON YARNTOTAL QTY: 24040.80 KGSTOTAL AMT: INR 4327344.00H.S CODE: 5205.13.10,0,1,N,DC169205,,2017-03-31T13:03:01,DOCCR,2016-12-27T16:43:43,G,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC169205,,2017-03-31T13:03:01,DOCCR,2016-12-27T16:43:43,E,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
100 % COTTON YARN CONESTOTAL QTY: 23587.20 KGSTOTAL AMT: INR 4434393.60HS CODE: 5205.00.00,0,1,N,DC179355,,2017-04-11T17:14:56,DOCCR,2017-01-22T18:55:22,G,CD0122,MS1927,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC179355,,2017-04-11T17:14:56,DOCCR,2017-01-22T18:55:22,E,CD0122,MS1927,Y,2024-08-07 06:57:06.300
COTTON YARNTOTAL QTY: 24040.80 KGSTOTAL AMT: INR 4591792.80H.S CODE: 5205.13.10,0,1,N,DC179356,,2017-04-13T17:41:52,DOCCR,2017-01-22T18:56:25,G,PRADHUMNAN,SG1409,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC179356,,2017-04-13T17:41:52,DOCCR,2017-01-22T18:56:25,E,PRADHUMNAN,SG1409,Y,2024-08-07 06:57:06.300
"SNOW YARN, JASPE YARNTOTAL QTY: 12203.60 KGSTOTAL AMT: USD 34209.38H.S CODE: 5206.23.00, 5509.53.00",0,1,N,DC179579,,2017-04-19T13:36:37,DOCCR,2017-02-28T15:16:33,G,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC179579,,2017-04-19T13:36:37,DOCCR,2017-02-28T15:16:33,E,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
100% COTTON YARNTOTAL QTY: 12020.40 KGSTOTAL AMT: INR 2337968.00H.S CODE: 5205.13.10,0,1,N,DC179504,,2017-04-27T09:15:32,DOCCR,2017-02-15T14:05:02,G,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC179504,,2017-04-27T09:15:32,DOCCR,2017-02-15T14:05:02,E,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
COTTON CARDED YARNTOTAL QTY: 11793.60TOTAL AMT: INR 2193609.60HS CODE: 5205.12.10,0,1,N,DC179804,,2017-04-28T12:50:09,DOCCR,2017-04-10T13:06:36,G,NAMRATAM,MS1927,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC179804,,2017-04-28T12:50:09,DOCCR,2017-04-10T13:06:36,E,NAMRATAM,MS1927,Y,2024-08-07 06:57:06.300
"NE 30/1, 100 % COTTON YARN FOR KARDED KNITTINGTOTAL QTY; 23587.20TOTAL AMT: INR 4599504H.S CODE: 5205.13.10",0,1,N,DC179527,,2017-05-02T14:30:54,DOCCR,2017-02-19T16:40:04,G,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC179527,,2017-05-02T14:30:54,DOCCR,2017-02-19T16:40:04,E,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
"COTTON YARNTOTAL QTY: 12,020.40 KGSTOTAL AMT: INR 2295896.40H.S CODE: 5205.13.10",0,1,N,DC179357,,2017-05-08T17:38:42,DOCCR,2017-01-22T19:00:46,G,PRADHUMNAN,SG1409,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC179357,,2017-05-08T17:38:42,DOCCR,2017-01-22T19:00:46,E,PRADHUMNAN,SG1409,Y,2024-08-07 06:57:06.300
ELECTRIC GENERATINGQTY: 1 NOSTOTAL AMT: INR 2550000.00HS CODE: 8502.13.10,0,1,N,DC179663,,2017-05-15T17:02:45,DOCCR,2017-03-16T17:15:28,G,PRATINAP,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC179663,,2017-05-15T17:02:45,DOCCR,2017-03-16T17:15:28,E,PRATINAP,AM1764,Y,2024-08-07 06:57:06.300
"NE30/1 AND NE24/1 POLY/COT 12/88 HOS YARN MELANGETOTAL QTY: 12000 KGSTOTAL AMT: INR 2428000H.S CODE; 5205.23.10, 5205.22.10",0,1,N,DC179723,,2017-05-16T17:47:22,DOCCR,2017-03-28T12:24:31,G,NAMRATAM,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC179723,,2017-05-16T17:47:22,DOCCR,2017-03-28T12:24:31,E,NAMRATAM,RP1389,Y,2024-08-07 06:57:06.300
"100% COTTON YARN FOR KNITTINGTOTAL QTY: 23850.00 KGTOTAL AMT: INR 4,650,750.00HS CODE: 5205.13.10",0,1,N,DC179820,,2017-06-05T13:50:41,DOCCR,2017-04-13T14:34:56,G,PRADHUMNAN,MS1927,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC179820,,2017-06-05T13:50:41,DOCCR,2017-04-13T14:34:56,E,PRADHUMNAN,MS1927,Y,2024-08-07 06:57:06.300
COTTON YARNTOTAL QTY; 23850.00KGTOTAL AMT: INR 4650750.00H.S CODE: 5205.13.10,0,1,N,DC179930,,2017-06-15T16:23:34,DOCCR,2017-05-05T12:47:53,G,PRADHUMNAN,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC179930,,2017-06-15T16:23:34,DOCCR,2017-05-05T12:47:53,E,PRADHUMNAN,AM1764,Y,2024-08-07 06:57:06.300
YARN MELANGETOTAL QTY; 12000.00 KGSTOTAL AMT: INR 2460000.00H.S CODE: 5205.23.10,0,1,N,DC179926,,2017-06-25T13:13:10,DOCCR,2017-05-05T11:04:18,G,PRADHUMNAN,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC179926,,2017-06-25T13:13:10,DOCCR,2017-05-05T11:04:18,E,PRADHUMNAN,AM1764,Y,2024-08-07 06:57:06.300
100% COTTON YARN FOR KARDED KNITTINGTOTAL QTY: 23587.20 KGTOTAL AMT: INR 4446187.20HS CODE: 5205.13.10,0,1,N,DC179954,,2017-07-13T14:24:27,DOCCR,2017-05-11T13:52:50,G,PRADHUMNAN,MS1927,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC179954,,2017-07-13T14:24:27,DOCCR,2017-05-11T13:52:50,E,PRADHUMNAN,MS1927,Y,2024-08-07 06:57:06.300
COTTON YARNTOTAL QTY: 11793.6 KGSTOTAL AMT: INR 2106336.96H.S CODE; 5205.12.10,0,1,N,DC179984,,2017-07-14T13:02:38,DOCCR,2017-05-17T16:40:29,G,PRADHUMNAN,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC179984,,2017-07-14T13:02:38,DOCCR,2017-05-17T16:40:29,E,PRADHUMNAN,AM1764,Y,2024-08-07 06:57:06.300
100% COTTON YARN FOR KARDED KNITTINGTOTAL QTY: 23587.20 KGTOTAL AMT: INR 4446187.20HS CODE: 5205.13.10,0,1,N,DC1710021,,2017-07-26T17:07:08,DOCCR,2017-05-24T13:14:20,G,PRADHUMNAN,MS1927,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1710021,,2017-07-26T17:07:08,DOCCR,2017-05-24T13:14:20,E,PRADHUMNAN,MS1927,Y,2024-08-07 06:57:06.300
"100 PCT COTTON YARNQTY: 24040.80 KGSAMT: INR 4,375,426.00HS CODE: 5205.13.10",0,1,N,DC1710287,,2017-08-20T17:44:34,DOCCR,2017-07-17T14:40:18,G,PRADHUMNAN,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1710287,,2017-08-20T17:44:34,DOCCR,2017-07-17T14:40:18,E,PRADHUMNAN,AM1764,Y,2024-08-07 06:57:06.300
CASCADE MAKE BLOCK CLAMP ATTACHHMENTQTY: 1 NOSTOTAL AMT: INR 800000.00HS CODE: 8431.20.90,0,1,N,DC1710041,,2017-08-25T16:11:08,DOCCR,2017-05-30T17:51:26,G,PRADHUMNAN,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1710041,,2017-08-25T16:11:08,DOCCR,2017-05-30T17:51:26,E,PRADHUMNAN,AM1764,Y,2024-08-07 06:57:06.300
VOLTAS MAKE DISEL COUNTER BALANCED FORKLIFTQTY: 2 NOSTOTAL AMT: INR 2210000.00HS CODE: 8427.10.00,0,1,N,DC1710134,,2017-09-01T17:51:59,DOCCR,2017-06-15T17:19:09,G,PRADHUMNAN,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1710134,,2017-09-01T17:51:59,DOCCR,2017-06-15T17:19:09,E,PRADHUMNAN,AM1764,Y,2024-08-07 06:57:06.300
CRUSHING & SCREENING EQUIPMENTTOTAL QTY: 1 SETTOTAL AMT; USD 268500H.S CODE: 8474.20.10,0,1,N,DC168767,,2017-09-15T11:30:08,DOCCR,2016-10-07T16:38:18,G,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC168767,,2017-09-15T11:30:08,DOCCR,2016-10-07T16:38:18,E,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
"YARNQTY: 11793.60 KGSAMT: INR 2468491.00HS CODE: 5205.23.90, 5205.22.90",0,1,N,DC1710303,,2017-09-15T17:23:50,DOCCR,2017-07-20T11:26:20,G,PRADHUMNAN,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1710303,,2017-09-15T17:23:50,DOCCR,2017-07-20T11:26:20,E,PRADHUMNAN,AM1764,Y,2024-08-07 06:57:06.300
100% COTTON YARN FOR KARDED KNITTINGTOTAL QTY: 23587.20TOTAL AMT: INR 4434393.60HS CODE: 5205.13.10,0,1,N,DC1710139,,2017-09-18T18:35:56,DOCCR,2017-06-18T10:48:51,G,PRADHUMNAN,MS1927,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1710139,,2017-09-18T18:35:56,DOCCR,2017-06-18T10:48:51,E,PRADHUMNAN,MS1927,Y,2024-08-07 06:57:06.300
100% COTTON YARN FOR KARDED KNITTINGTOTAL QTY: 23587.20TOTAL AMT: INR 4434393.60HS CODE: 5205.13.10,0,1,N,DC1710138,,2017-09-20T17:53:45,DOCCR,2017-06-18T10:40:55,G,PRADHUMNAN,MS1927,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1710138,,2017-09-20T17:53:45,DOCCR,2017-06-18T10:40:55,E,PRADHUMNAN,MS1927,Y,2024-08-07 06:57:06.300
100% COTTON CARDED GREY YARNTOTAL QTY: 12020.40 KGSTOTAL AMT: INR 2043468.00HS CODE: 5205.12.10,0,1,N,DC1710418,,2017-09-22T16:30:50,DOCCR,2017-08-06T12:09:36,G,PRATINAP,MS1927,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1710418,,2017-09-22T16:30:50,DOCCR,2017-08-06T12:09:36,E,PRATINAP,MS1927,Y,2024-08-07 06:57:06.300
100% COTTON YARNTOTAL QTY: 24040.80 KGSTOTAL AMT: INR 4291283.00HS CODE: 5205.13.10,0,1,N,DC1710457,,2017-10-10T17:26:48,DOCCR,2017-08-11T14:59:06,G,PRATINAP,MS1927,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1710457,,2017-10-10T17:26:48,DOCCR,2017-08-11T14:59:06,E,PRATINAP,MS1927,Y,2024-08-07 06:57:06.300
100% COTTON YARNTOTAL QTY: 24040.80 KGSTOTAL AMT: INR 4291283.00HS CODE: 5205.13.10,0,1,N,DC1710470,,2017-10-23T20:03:47,DOCCR,2017-08-15T16:20:40,G,SATISHRS,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1710470,,2017-10-23T20:03:47,DOCCR,2017-08-15T16:20:40,E,SATISHRS,AM1764,Y,2024-08-07 06:57:06.300
NE 30'S KH 100% COTTON YARNTOTAL QTY: 12020.40 KGSTOTAL AMT: INR 2163672.00HS CODE: 5205.23.10,0,1,N,DC1710419,,2017-10-29T18:35:00.000000,DOCCR,2017-08-06T12:21:43,G,SATISHRS,MS1927,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1710419,,2017-10-29T18:35:00.000000,DOCCR,2017-08-06T12:21:43,E,SATISHRS,MS1927,Y,2024-08-07 06:57:06.300
VISION SYSTEM MACHINESTOTAL QTY: 11 UNITTOTAL AMT: USD 156004.00HS CODE: 9018.19.40,0,1,N,DC1710879,,2017-11-12T18:15:23,DOCCR,2017-09-25T19:57:24,G,NAMRATAM,MS1927,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1710879,,2017-11-12T18:15:23,DOCCR,2017-09-25T19:57:24,E,NAMRATAM,MS1927,Y,2024-08-07 06:57:06.300
"COTTON COMBED/BLACK POLYSTER (88/12) MELANGE DYED YARNTOTAL QTY: 11550 KGSTOTAL AMT: INR 2,325,180.00HS CODE: 5205.22.90 , 5205.23.90",0,1,N,DC1710807,,2017-11-14T18:29:54,DOCCR,2017-09-20T16:28:07,G,MM2764,NA2089,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1710807,,2017-11-14T18:29:54,DOCCR,2017-09-20T16:28:07,E,MM2764,NA2089,Y,2024-08-07 06:57:06.300
POLYSTER TEXTURES YARNQTY: 14000.00 KGSAMT: USD 19740.00HS CODE: 5402.33.00,0,1,N,DC1711024,,2017-11-16T14:15:09,DOCCR,2017-10-17T18:10:39,G,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1711024,,2017-11-16T14:15:09,DOCCR,2017-10-17T18:10:39,E,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
100% COTTON YARNTOTAL QTY: 23587.20 KGSTOTAL AMT: INR 4104172.80HS CODE: 5205.13.10,0,1,N,DC1710972,,2017-11-16T16:28:31,DOCCR,2017-10-12T14:16:10,G,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1710972,,2017-11-16T16:28:31,DOCCR,2017-10-12T14:16:10,E,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
100% COTTON YARNTOTAL QTY: 23587.20 KGSTOTAL AMT: INR 4104172.80HS CODE: 5205.13.10,0,1,N,DC1710973,,2017-11-24T13:43:52,DOCCR,2017-10-12T14:19:37,G,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1710973,,2017-11-24T13:43:52,DOCCR,2017-10-12T14:19:37,E,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
100% COTTON YARN FOR KARDED KNITTINGTOTAL QTY: 24040.80 KGSTOTAL AMT: INR 4243201.00HS CODE: 5205.13.10,0,1,N,DC1711151,,2017-12-11T14:35:09,DOCCR,2017-11-08T17:54:43,G,NAMRATAM,MS1927,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1711151,,2017-12-11T14:35:09,DOCCR,2017-11-08T17:54:43,E,NAMRATAM,MS1927,Y,2024-08-07 06:57:06.300
"COTTON COMBED/ BLACK POLYSTERTOTAL QTY: 11600.00TOTAL AMT: INR 2278000HS CODE: 5205.22.90, 5205.23.90",0,1,N,DC1711101,,2018-01-01T15:05:29,DOCCR,2017-11-02T16:10:45,G,NAMRATAM,MS1927,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1711101,,2018-01-01T15:05:29,DOCCR,2017-11-02T16:10:45,E,NAMRATAM,MS1927,Y,2024-08-07 06:57:06.300
USED VAMATEX AUTOMATIC SHUTTLELESSTOTAL QTY: 1 NOTOTAL AMT: USD 84000HS CODE: 8446.30.90,0,1,N,DC1711318,,2018-01-05T14:25:22,DOCCR,2017-11-30T19:21:59,G,NAMRATAM,MS1927,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1711318,,2018-01-05T14:25:22,DOCCR,2017-11-30T19:21:59,E,NAMRATAM,MS1927,Y,2024-08-07 06:57:06.300
COTTON CARDED GREY YARN FOR KNITTINGTOTAL QTY: 8013.60 KGSTOTAL AMT: INR 1322244.00HS CODE: 5205.12.10,0,1,N,DC1711116,,2018-01-12T14:48:10,DOCCR,2017-11-05T15:30:04,G,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1711116,,2018-01-12T14:48:10,DOCCR,2017-11-05T15:30:04,E,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
100% COTTON YARNTOTAL QTY: 24040.80 KGSTOTAL AMT: INR 4231181.00HS CODE: 5205.13.10,0,1,N,DC1711279,,2018-01-14T14:52:34,DOCCR,2017-11-28T14:37:49,G,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1711279,,2018-01-14T14:52:34,DOCCR,2017-11-28T14:37:49,E,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
KNITTING MACHINEQTY:  6 NOSAMT: USD 112350.00HS CODE: 112350.00,0,1,N,DC1711141,,2018-01-16T17:41:58,DOCCR,2017-11-07T17:46:58,G,SA0371,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1711141,,2018-01-16T17:41:58,DOCCR,2017-11-07T17:46:58,E,SA0371,AM1764,Y,2024-08-07 06:57:06.300
100% COTTON CARDED GREY YARN FOR KNITTINGTOTAL QTY: 12000 KGSTOTAL AMT: INR 1980000HS CODE: 5205.12.10,0,1,N,DC1711375,,2018-01-25T19:35:35,DOCCR,2017-12-11T16:08:59,G,SA0371,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1711375,,2018-01-25T19:35:35,DOCCR,2017-12-11T16:08:59,E,SA0371,AM1764,Y,2024-08-07 06:57:06.300
52/48 COTTON/POLYSTER JASPEY YARN NE 2/60TOTAL QTY: 12000 KGSTOTAL AMT: INR 2340000.00HS CODE: 5209.62.00,0,1,N,DC1711504,,2018-02-04T16:54:16,DOCCR,2017-12-31T13:29:54,G,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1711504,,2018-02-04T16:54:16,DOCCR,2017-12-31T13:29:54,E,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
COTTON YARNTOTAL QTY: 23587.20 KGSTOTAL AMT: INR 4552329.60HS CODE: 5205.13.10,0,1,N,DC1811569,,2018-02-20T18:50:11,DOCCR,2018-01-10T17:22:35,G,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1811569,,2018-02-20T18:50:11,DOCCR,2018-01-10T17:22:35,E,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
WAED YARNTOTAL QTY: 22680TOTAL AMT: INR 42680.00HS CODE: 5205.13.10,0,1,N,DC1811557,,2018-03-14T16:01:00.000000,DOCCR,2018-01-08T17:52:57,G,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1811557,,2018-03-14T16:01:00.000000,DOCCR,2018-01-08T17:52:57,E,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
"COTTON COMBED/ BLACK POLYSTERTOTAL QTY: 11600.00TOTAL AMT: INR 2370800.00HS CODE: 5205.22.90, 5205.23.90",0,1,N,DC1811680,,2018-03-23T15:07:44,DOCCR,2018-01-31T14:39:16,G,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1811680,,2018-03-23T15:07:44,DOCCR,2018-01-31T14:39:16,E,NAMRATAM,AM1764,Y,2024-08-07 06:57:06.300
52/48 COTTON/POLYSTER JASPEY YARN NE 2/60TOTAL QTY: 12000 KGTOTAL AMT : INR 2304000HS CODE: 5206.44.00,0,1,N,DC1811734,,2018-04-06T14:35:41,DOCCR,2018-02-08T14:02:08,G,SA0371,UK2996,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1811734,,2018-04-06T14:35:41,DOCCR,2018-02-08T14:02:08,E,SA0371,UK2996,Y,2024-08-07 06:57:06.300
COTTON CARDED YARNTOTAL QTY: 11534 KGTOTAL AMT : INR 2156932.80HS CODE: 5205.13.10,0,1,N,DC1811765,,2018-04-11T17:04:31,DOCCR,2018-02-14T15:03:33,G,SATISHRS,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1811765,,2018-04-11T17:04:31,DOCCR,2018-02-14T15:03:33,E,SATISHRS,AM1764,Y,2024-08-07 06:57:06.300
30'S KH 100% COTTON YARNTOTAL QTY:22680.00 KGSTOTAL AMT:4411260.00HS CODE:5205.13.10,0,1,N,DC1811806,,2018-04-17T18:53:51,DOCCR,2018-02-22T15:57:40,G,SATISHRS,SK1737,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1811806,,2018-04-17T18:53:51,DOCCR,2018-02-22T15:57:40,E,SATISHRS,SK1737,Y,2024-08-07 06:57:06.300
100% COTTON YARNTOTAL QTY:12480.00 KGSTOTAL AMT:INR 2540160.00HS CODE:5205.13.10 AND 5205.22.10,0,1,N,DC1811946,,2018-04-20T16:00:08,DOCCR,2018-03-15T15:25:43,G,SA0371,SK1737,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1811946,,2018-04-20T16:00:08,DOCCR,2018-03-15T15:25:43,E,SA0371,SK1737,Y,2024-08-07 06:57:06.300
COTTON CARDED YARNTOTAL QTY: 24696 KGTOTAL AMT : INR 4309452.00HS CODE: 5205.12.10,0,1,N,DC1811780,,2018-04-24T11:39:14,DOCCR,2018-02-15T16:20:56,G,SA0371,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1811780,,2018-04-24T11:39:14,DOCCR,2018-02-15T16:20:56,E,SA0371,AM1764,Y,2024-08-07 06:57:06.300
30'KH 100% COTTON YARNTOTAL QTY:22680.00TOTAL AMOUNT:4411260.00HS CODE:5205.13.10,0,1,N,DC1811809,,2018-05-08T15:27:26,DOCCR,2018-02-22T16:38:14,G,SA0371,SK1737,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1811809,,2018-05-08T15:27:26,DOCCR,2018-02-22T16:38:14,E,SA0371,SK1737,Y,2024-08-07 06:57:06.300
"COTTON COMBED/ BLACK POLYSTERTOTAL QTY: 11600.00TOTAL AMT: INR 2289600.00HS CODE: 5205.22.90, 5205.23.90",0,1,N,DC1711322,,2018-05-29T17:54:12,DOCCR,2017-12-04T15:56:39,G,ABHISHEKS,RS1759,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1711322,,2018-05-29T17:54:12,DOCCR,2017-12-04T15:56:39,E,ABHISHEKS,RS1759,Y,2024-08-07 06:57:06.300
100% COTTON YARNTOTAL QTY: 11793.60TOTAL AMT: INR 2057983.20HS CODE: 5205.13.10,0,1,N,DC1710963,,2018-05-29T19:50:56,DOCCR,2017-10-10T16:53:39,G,ABHISHEKS,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1710963,,2018-05-29T19:50:56,DOCCR,2017-10-10T16:53:39,E,ABHISHEKS,AM1764,Y,2024-08-07 06:57:06.300
COTTON/POLYSTER JASPEY YARN FOR 2/60TOTAL QTY:12000.00 KGSTOTAL AMT:INR 2256000.00HS CODE:5206.44.00,0,1,N,DC1811953,,2018-06-14T16:15:00.000000,DOCCR,2018-03-16T11:29:32,G,SA0371,SK1737,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1811953,,2018-06-14T16:15:00.000000,DOCCR,2018-03-16T11:29:32,E,SA0371,SK1737,Y,2024-08-07 06:57:06.300
COTTON YARNTOTAL QTY: 22680 KGSTOTAL AMT: INR 4433940H.S. CODE: 52051310,0,1,N,DC1812202,,2018-06-14T17:55:24,DOCCR,2018-04-18T14:44:30,G,SA0371,MB2873,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1812202,,2018-06-14T17:55:24,DOCCR,2018-04-18T14:44:30,E,SA0371,MB2873,Y,2024-08-07 06:57:06.300
COTTON/POLYSTER MELANGE YARN FOR KNITTINGTOTAL QTY:12000.00 KGSTOTAL AMT:INR 2455000.00HS CODE:5205.23.90 AND 5205.22.90,0,1,N,DC1811948,,2018-06-22T14:38:01,DOCCR,2018-03-15T15:38:57,G,SA0371,SK1737,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1811948,,2018-06-22T14:38:01,DOCCR,2018-03-15T15:38:57,E,SA0371,SK1737,Y,2024-08-07 06:57:06.300
COTTON YARNTOTAL QTY: 22680 KGSTOTAL AMT: INR 4649400H. S CODE: 5205.13.10,0,1,N,DC1812374,,2018-07-04T17:51:53,DOCCR,2018-05-18T15:32:55,G,SA0371,MB2873,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1812374,,2018-07-04T17:51:53,DOCCR,2018-05-18T15:32:55,E,SA0371,MB2873,Y,2024-08-07 06:57:06.300
"SCREENING AND WASHING PLANTQTY: 1 NOSAMT: INR 107,50,000.00H.S. CODE: 8474.10.90",0,1,N,DC167485,,2018-07-08T17:45:21,DOCCR,2016-04-10T16:55:37,G,SA0371,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC167485,,2018-07-08T17:45:21,DOCCR,2016-04-10T16:55:37,E,SA0371,SG1409,Y,2024-08-07 06:57:06.300
